dir,file,cool,review_id,stars,date,business_id,funny,text,user_id,useful,score
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,BLfLwh7w4NGHU7eBLgnaFg,4,2013-04-28,-cZ6Hhc9F7VkKXxHMVZSQ,0,"SO GOOD!!! I did not dine in I ordered take out. It took a little longer than expected to get my food but it was well worth it when I got home. I order the roasted chicken, rice, beans, & fried yucca! BOOM, Delicious! How could something so simple be that good??? Pio Pio knows what they are doing! Everything was full of flavor! Then portion size is not the typical over the top like other Spanish restaurants. But for the price that you are paying it is worth it. I will be back.",YmAqQyaFli8H9LVGhGhR9w,0,0.9701778292655944
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,X6-KGabYKJTS1Dsipo4XIw,3,2013-05-08,-cZ6Hhc9F7VkKXxHMVZSQ,0,"The food is tasty, no doubt, but rotisserie chicken is similar everywhere, so I dont think its better than others in general.  I like that they have the traditional sides.Everything is clean & neat with a nice, warm decor.  The music was a bit loud for a small space, but not overwhelming.  The waitress was pleasant enough & brought our food quickly.They have outdoor seating on the sidewalk...this is a strip mall place, but there are bushes & trees, so its nice.I had the rotisserie chicken salad w/fries $9.75 and my sweetie had the 1/2 chicken w/rice $11.75 so I think the pricing is high for what you get.   I probably wouldnt be back just because of the cost.",ciXjBfJrAEteIKpzZg4I9g,1,0.7827136516571045
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,1,b_OaEC8uyqIUN-BtX6KNQA,4,2013-05-11,-cZ6Hhc9F7VkKXxHMVZSQ,1,"Pio Pio was recommended by a friend a few months ago. A group of us went to dinner there and shut the place down. They have affordable wine and sangria, and it is not loud at all, so its the perfect place for a casual dinner with friends.And the food is amazing. If youve never been you definitely need to get the chicken on your first trip. The rice and beans are so good (some restaurants just mail those traditional sides in) and they are seasoned well with saffron (rice) and whatever is in the beans I just want to drink up. The ripe plantains and tostones are excellent as well. And the chicken is deliciously roasted and the skin is nice and crispy. The side sauces they bring To the table with your meal are the perfect accompniant: ones has a slow burn spiciness and the other is mild for those who dont like spicy (as a tip, they make great dipping sauces for your plantains and tostones).On my most recent visit we went for lunch, so unfortunately no wine or sangria was involved. I ordered the salad for a bit lighter option, with a side of tostones (obvi). The salad was fresh and delicious and I basically hit the avocado jackpot (I think there was a whole sliced avocado on my salad). My salad was made complete with a generous helping of shredded chicken on top. The tostones were crispy and satisfying.I would not go her all the time because I would probably order chicken in some variety, but when I have a craving for well made chicken and rice, this is my spot.",17qZxRhTcp_JSnEg65COkA,3,0.9508516192436218
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,QBe4o5-8NNzDuHkM7Jc05A,2,2013-05-18,-cZ6Hhc9F7VkKXxHMVZSQ,0,"I didnt hate Pio Pio, but I didnt like it enough to go back either. The food was just OK. The chicken was pretty dry, the plantains we mushy and greasy. I did enjoy the Yuca and the salad that comes with the combos. Service, however, was HORRIBLY SLOW. We went at 8pm on a Friday night. A large group of people stood huddled by the door waiting to put our names on a list and wondering why the hostess wasnt seating people at the two empty tables available. After sitting, it took about ten minutes before someone stopped by to get our drink orders.",gc4WUy07eaQYPGOly1t-Ww,1,0.12388581037521362
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,I_Fm3v1N9nrWqNqTS80ZMQ,5,2013-05-18,-cZ6Hhc9F7VkKXxHMVZSQ,0,"I returned to Pio Pio with my family on a Friday night to see if the food would be as good as it was on the weekday afternoon that we tried it. It was even better!!  I ordered the same thing: chicken, red beans, yellow rice and plantains and it was just as delicious, and thankfully not as salty, as my weekday experience. Although it was really crowded and the food took a little bit to come out it was worth the wait. My daughter had the pork chop with rice and plantains and didnt like it as much as the chicken, but nevertheless she said she would return and order the rotisserie chicken next time. It appears to me that this place is consistently good, and is quickly becoming one of my absolute favorites.  Try it, you wont be disappointed.",EHq8HvrDG-VaJ8rjyjVUYQ,1,0.7904669046401978
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,iXsEmuh8BzsFfB9lvetYyQ,3,2013-05-20,-cZ6Hhc9F7VkKXxHMVZSQ,0,"Unfortunately, we got this to-go, and perhaps some of the food/tostones got cold/stale. Chicken very tasty; side dishes were ok. I didnt think chicken was that much better than Costco rotisserie chicken.  The sauces were delish, and made everything OK.",o-IP9-MSTsJpI48JnkNqIA,0,0.09277671575546263
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,WpCyniYRn5PRF_TNNLbwyg,4,2013-06-26,-cZ6Hhc9F7VkKXxHMVZSQ,0,"Had dinner at Pio Pio a few weeks ago after reading rave reviews on Yelp and a few food blogs. The restaurant had a few other tables full when we arrived, a mix of couples, families, people dropping by for take out, and a Bring Me That delivery employee waiting for a delivery order. I ordered the 1/4 chicken white meat meal with rice, beans, and plantains. My husband got the 1/4 dark with yucca. Everything was great! The chicken was super flavorful, even bites without skin tasted like the marinade/seasonings they use. The rice, as many other reviewers have mentioned, is delicious - the saffron flavor is definitely noticeable, but not overpowering (I love saffron, so I was not surprised that the rice was one of my favorite parts of the meal -  a close second to the chicken.) The plantains and yucca sides were both great, too. We live nearby, so Im sure well be dining in and picking up to go orders regularly.",IwP_3dLp9z-t-JWYF8r6vA,0,0.903550624847412
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,GPAOuwBr0EngK0rBazxhwQ,2,2013-07-01,-cZ6Hhc9F7VkKXxHMVZSQ,0,"This was my first visit to the restaurant. My friends took me there for a very casual impromptu birthday lunch. The food was good but the service was horrible. The gentleman waiting on us was extremely rude.  I did not want my friends to feel bad for bringing me there for my birthday so I tolerated it. Any other day I would not accept such poor customer service and would have left promptly.  Its  unfortunate because I really enjoyed the food; however,  I will not be back.",ORndr5NN_F_yeiWXp_oVFw,1,0.030255585908889767
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,1,7d9Rz-KCPWzcATySKkZunw,5,2013-07-05,-cZ6Hhc9F7VkKXxHMVZSQ,0,"I went here for my birthday dinner just for the plantains! They are delicious.Pio pio has a pretty cool selection of juices, if youre feeling adventurous - check some out!My go to meal is the #1, 1/4 chicken, rice, beans and plantains. Just enough food for me at a good price. Be on the lookout for specials with groupon or living social to save some money as well!",8ziF9bL2WU9boE6du0yAIA,0,0.9795734882354736
sentiyelp/Charlotte_North_Carolina,-cZ6Hhc9F7VkKXxHMVZSQ.csv,0,qlSVs0B_QfjhFgNP2_XV1A,5,2013-07-07,-cZ6Hhc9F7VkKXxHMVZSQ,0,Amazing. Pio Pio was my favorite spot when visiting NY.  Finding it here in Charlotte is a total score!!!  I know many people who would travel far and wide for the green sauce,uL8C7McLIUHfZrSwGmz6hQ,0,0.9533259272575378
